node_name	children_node_name
O00329	FP17,FP21,FP22,FP25,FP32,FP33,FP37,FP38,FP43,FP45,FP47,FP64,FP65,FP69,FP73,FP76,FP77,FP79,FP80,FP84,FP85,FP89,FP93,FP98,FP99,FP100,FP104,FP105,FP106,FP111,FP113,FP114,FP122,FP123,FP125,FP126,FP133,FP135,FP140,FP142,FP144,FP145,FP146,FP148,FP149,FP150,FP151,FP152,FP153,FP158,FP160
O14672	FP23,FP24,FP66,FP68,FP69,FP71,FP72,FP86,FP90,FP91,FP98,FP125,FP139
O14920	FP17,FP19,FP25,FP28,FP37,FP38,FP41,FP42,FP43,FP45,FP50,FP52,FP53,FP57,FP62,FP65,FP72,FP74,FP75,FP76,FP77,FP79,FP82,FP83,FP84,FP85,FP86,FP87,FP89,FP91,FP93,FP95,FP96,FP97,FP98,FP99,FP100,FP103,FP104,FP105,FP106,FP107,FP111,FP113,FP118,FP120,FP121,FP122,FP123,FP125,FP126,FP127,FP129,FP133,FP134,FP135,FP136,FP139,FP142,FP143,FP144,FP145,FP146,FP148,FP149,FP150,FP151,FP152,FP153,FP154,FP155,FP158,FP160,FP163
O14939	FP17,FP22,FP37,FP43,FP65,FP66,FP77,FP82,FP84,FP87,FP91,FP92,FP93,FP103,FP104,FP106,FP107,FP110,FP112,FP117,FP118,FP125,FP131,FP132,FP134,FP135
O15379	FP19,FP22,FP23,FP24,FP37,FP41,FP50,FP54,FP57,FP63,FP65,FP66,FP68,FP69,FP71,FP72,FP73,FP76,FP77,FP78,FP79,FP80,FP81,FP83,FP84,FP85,FP86,FP89,FP90,FP91,FP93,FP94,FP95,FP96,FP97,FP99,FP101,FP102,FP104,FP105,FP106,FP108,FP109,FP111,FP112,FP113,FP114,FP115,FP116,FP118,FP119,FP121,FP123,FP124,FP125,FP126,FP127,FP129,FP130,FP131,FP132,FP133,FP136,FP137,FP138,FP142,FP143,FP144,FP147,FP149,FP152,FP155,FP157,FP159,FP160,FP162
O15530	FP8,FP17,FP19,FP25,FP26,FP36,FP37,FP45,FP47,FP50,FP54,FP65,FP75,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP87,FP88,FP89,FP91,FP95,FP96,FP97,FP98,FP99,FP100,FP105,FP106,FP110,FP112,FP117,FP119,FP120,FP121,FP122,FP125,FP127,FP136,FP137,FP138,FP140,FP143,FP144,FP145,FP147,FP148,FP150,FP153,FP154,FP155,FP158,FP159,FP160,FP163,FP164
O60674	FP11,FP22,FP25,FP32,FP33,FP37,FP38,FP46,FP47,FP49,FP50,FP51,FP52,FP53,FP54,FP56,FP57,FP59,FP62,FP63,FP65,FP67,FP70,FP71,FP75,FP76,FP77,FP78,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP89,FP90,FP91,FP94,FP95,FP96,FP97,FP98,FP100,FP102,FP103,FP104,FP106,FP109,FP111,FP117,FP118,FP119,FP120,FP122,FP125,FP129,FP131,FP132,FP133,FP135,FP136,FP138,FP142,FP144,FP145,FP146,FP147,FP148,FP149,FP150,FP151,FP153,FP155,FP157,FP159,FP160
O95822	FP36,FP38,FP47,FP62,FP66,FP74,FP75,FP79,FP81,FP85,FP86,FP88,FP95,FP98,FP100,FP108,FP109,FP115,FP122,FP129,FP138,FP139,FP144,FP145,FP148,FP149,FP150,FP151,FP153,FP155,FP157,FP160
P00519	FP17,FP21,FP22,FP25,FP26,FP27,FP36,FP37,FP38,FP42,FP45,FP46,FP47,FP53,FP54,FP57,FP62,FP65,FP66,FP68,FP75,FP77,FP78,FP79,FP80,FP83,FP84,FP85,FP86,FP87,FP88,FP90,FP91,FP92,FP93,FP96,FP97,FP98,FP99,FP103,FP104,FP105,FP106,FP107,FP110,FP111,FP112,FP113,FP115,FP116,FP117,FP120,FP121,FP122,FP123,FP125,FP126,FP129,FP131,FP133,FP134,FP135,FP136,FP137,FP139,FP140,FP142,FP144,FP146,FP147,FP148,FP149,FP150,FP151,FP152,FP153,FP154,FP155,FP157,FP159,FP160,FP162,FP164
P00734	FP23,FP25,FP36,FP37,FP38,FP43,FP45,FP46,FP59,FP62,FP64,FP65,FP71,FP72,FP75,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP87,FP90,FP91,FP92,FP93,FP95,FP96,FP98,FP99,FP100,FP101,FP103,FP104,FP107,FP108,FP110,FP111,FP112,FP113,FP116,FP117,FP118,FP119,FP120,FP121,FP122,FP123,FP124,FP125,FP126,FP128,FP129,FP131,FP132,FP133,FP135,FP136,FP137,FP138,FP144,FP145,FP147,FP148,FP150,FP151,FP152,FP153,FP155,FP157,FP159,FP166
P00749	FP25,FP29,FP38,FP43,FP48,FP53,FP62,FP65,FP77,FP78,FP89,FP90,FP93,FP95,FP105,FP119,FP123,FP127,FP135,FP139,FP140,FP143,FP144,FP155
P00915	FP1,FP2,FP4,FP5,FP6,FP7,FP8,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP20,FP21,FP22,FP23,FP25,FP27,FP28,FP32,FP33,FP35,FP36,FP37,FP38,FP39,FP40,FP42,FP43,FP46,FP47,FP51,FP52,FP55,FP56,FP57,FP58,FP59,FP60,FP61,FP62,FP64,FP65,FP67,FP68,FP69,FP70,FP73,FP74,FP75,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP88,FP89,FP92,FP93,FP94,FP95,FP96,FP97,FP98,FP100,FP102,FP104,FP105,FP106,FP107,FP109,FP110,FP111,FP112,FP113,FP114,FP117,FP119,FP120,FP121,FP122,FP123,FP124,FP125,FP126,FP127,FP128,FP130,FP132,FP133,FP134,FP135,FP136,FP137,FP139,FP140,FP141,FP142,FP143,FP145,FP146,FP147,FP148,FP149,FP151,FP152,FP153,FP154,FP155,FP156,FP157,FP158,FP161,FP166
P03956	FP24,FP33,FP36,FP40,FP47,FP48,FP49,FP52,FP53,FP54,FP56,FP62,FP63,FP65,FP66,FP68,FP69,FP70,FP71,FP72,FP75,FP79,FP80,FP82,FP83,FP86,FP91,FP92,FP93,FP94,FP95,FP96,FP97,FP98,FP100,FP102,FP104,FP105,FP106,FP110,FP115,FP116,FP118,FP119,FP120,FP121,FP122,FP123,FP124,FP125,FP128,FP129,FP132,FP133,FP135,FP137,FP138,FP139,FP140,FP141,FP142,FP145,FP147,FP148,FP153,FP154,FP155,FP158
P04062	FP22,FP25,FP38,FP53,FP54,FP62,FP65,FP66,FP72,FP75,FP80,FP82,FP83,FP85,FP89,FP90,FP91,FP97,FP98,FP100,FP104,FP105,FP106,FP109,FP115,FP116,FP122,FP125,FP128,FP129,FP131,FP133,FP135,FP138,FP139,FP140,FP144,FP145,FP146,FP147,FP148,FP151,FP162
P04066	FP66,FP79,FP98,FP108,FP112,FP160
P04798	FP62,FP65,FP76,FP89,FP91,FP95,FP97,FP99,FP105,FP121,FP125,FP133,FP135,FP140,FP161
P05067	FP62,FP93,FP95,FP96,FP97,FP99,FP133,FP135,FP144,FP152,FP153,FP156,FP158,FP161
P05412	FP37,FP52,FP57,FP82,FP83,FP85,FP90,FP91,FP92,FP93,FP94,FP95,FP96,FP98,FP104,FP105,FP109,FP110,FP114,FP115,FP117,FP121,FP122,FP124,FP127,FP128,FP129,FP130,FP131,FP137,FP143,FP148,FP154,FP155,FP157
